消防栓編號,單位名稱,自訂編號,種類,消防栓蓋,產權,區鄉鎮市名稱,消防栓位置,出水口型式,開關型式,消防栓標誌,經度,緯度,是否停用,備註,水公司單位名稱,消防栓照片,建檔時間,建檔帳號,修改時間,修改帳號,版本,查察梯次,水壓不足,水壓不足時1,水壓不足時2,出水量
18601,中山分隊,A315,地下,一般式,公,太平區,中山里中山路二段477巷116弄25號前,單口,五角開關,無,120.72692565,24.1466223,False,,大里服務所,True,2019/1/2 下午 10:09:28,中山分隊,2025/3/31 上午 12:36:24,good055096,8,11,False,0,0,0
5940,中山分隊,A316,地下,一般式,公,太平區,中山里中原街3巷口,單口,五角開關,無,120.72638332,24.14501584,False,,大里服務所,True,,,2025/3/31 上午 12:36:41,good055096,16,11,False,0,0,0
5941,中山分隊,A317,地下,一般式,公,太平區,中山里中原街9巷口,單口,五角開關,無,120.72620093,24.14427178,False,,大里服務所,True,,,2025/3/31 上午 12:36:56,good055096,16,11,False,0,0,0
5942,中山分隊,A318,地下,一般式,公,太平區,中山里中原街9巷29號,單口,五角開關,無,120.7273972,24.14411514,False,,大里服務所,True,,,2025/3/31 上午 12:37:06,good055096,15,11,False,0,0,0
5938,中山分隊,A319,地下,一般式,公,太平區,豐年里大源路2-4號旁,單口,五角開關,無,120.7254593,24.145305,False,,大里服務所,True,,,2025/4/7 下午 12:53:12,中山分隊,16,11,False,0,0,0
5911,中山分隊,A320,地上,,公,太平區,豐年里大源二街25巷口,單口,五角開關,無,120.72446689,24.14470133,False,,大里服務所,True,,,2025/3/31 上午 12:37:37,good055096,16,11,False,0,0,0
19791,中山分隊,A321,地下,一般式,公,太平區,中山里中山路二段541巷口與大源二街口,單口,五角開關,無,120.72369289,24.14492245,False,,大里服務所,True,2019/10/21 下午 11:01:56,中山分隊,2025/3/31 上午 12:37:52,good055096,7,11,False,0,0,0
5912,中山分隊,A322,地下,,公,太平區,豐年里大源八街18號前,單口,五角開關,無,120.72431735,24.14368432,False,,大里服務所,True,,,2025/3/31 上午 12:38:04,good055096,18,11,False,0,0,0
5913,中山分隊,A323,地下,一般式,公,太平區,豐年里大源二路與大源十四街口,單口,五角開關,無,120.72414589,24.1427128,False,,大里服務所,True,,,2025/3/31 上午 12:38:26,good055096,18,11,False,0,0,0
5916,中山分隊,A324,地下,一般式,公,太平區,豐年里大源二路與大源二十四街口,單口,五角開關,有,120.723815,24.1411196,False,,大里服務所,True,,,2025/3/31 上午 12:38:40,good055096,17,11,False,0,0,0
5919,中山分隊,A325,地下,一般式,公,太平區,豐年里大源二十六街口,單口,五角開關,無,120.7244528,24.14068161,False,,大里服務所,True,,,2025/3/31 上午 12:38:50,good055096,16,11,False,0,0,0
18602,中山分隊,A326,地下,一般式,公,太平區,豐年里大源路116巷口,單口,五角開關,無,120.72398797,24.13922164,False,出水量 22.82 m?／h 淞盛工程有限公司,大里服務所,True,2019/1/2 下午 10:11:03,中山分隊,2026/7/9 上午 11:59:22,第三大隊,10,99,False,0,0,373
5917,中山分隊,A327,地上,,公,太平區,豐年里大源三十三街口,單口,五角開關,有,120.72445482,24.13977308,False,,大里服務所,True,,,2025/3/31 上午 12:39:14,good055096,18,11,False,0,0,0
5918,中山分隊,A328,地上,,公,太平區,豐年里大源三十一街口,單口,五角開關,無,120.72448432,24.14006924,False,,大里服務所,True,,,2025/3/31 上午 12:39:30,good055096,15,11,False,0,0,0
5922,中山分隊,A329,地上,,公,太平區,豐年里大源十九街口,單口,五角開關,無,120.72480753,24.14186458,False,,大里服務所,True,,,2025/3/31 上午 12:39:42,good055096,16,11,False,0,0,0
5921,中山分隊,A330,地下,一般式,公,太平區,豐年里大源二十五街10號,單口,五角開關,無,120.72687685,24.14057101,False,,大里服務所,True,,,2025/3/31 上午 12:40:00,good055096,15,11,False,0,0,0
5924,中山分隊,A331,地下,一般式,公,太平區,豐年里大源十九街1巷口,單口,五角開關,無,120.7282992,24.1413149,False,,大里服務所,True,,,2025/3/31 上午 12:40:20,good055096,17,11,False,0,0,0
5925,中山分隊,A332,地下,固鎖式,公,太平區,豐年里大源十九街2巷29號,單口,五角開關,無,120.72960197,24.14157943,False,,大里服務所,True,,,2025/3/31 上午 12:40:30,good055096,15,11,False,0,0,0
5923,中山分隊,A333,地下,一般式,公,太平區,豐年里大源十九街47號前,單口,五角開關,無,120.7270646,24.14153538,False,,大里服務所,True,,,2025/3/31 上午 12:40:44,good055096,17,11,False,0,0,0
5926,中山分隊,A334,地上,,公,太平區,豐年里大源十七街口,單口,五角開關,無,120.72488933,24.14227945,False,,大里服務所,True,,,2025/3/31 上午 12:41:01,good055096,16,11,False,0,0,0
5927,中山分隊,A335,地上,,公,太平區,豐年里大源十五街口,單口,五角開關,無,120.72495371,24.14259764,False,,大里服務所,True,,,2025/3/31 上午 12:41:15,good055096,15,11,False,0,0,0
5929,中山分隊,A336,地上,,公,太平區,豐年里大源十三街口,單口,五角開關,有,120.72502076,24.14292317,False,,大里服務所,True,,,2025/3/31 上午 12:41:28,good055096,15,11,False,0,0,0
5931,中山分隊,A337,地下,固鎖式,公,太平區,豐年里大源十一街15號旁,單口,五角開關,無,120.72576239,24.14323099,False,,大里服務所,True,,,2025/3/31 上午 12:41:39,good055096,17,12,False,0,0,0
5930,中山分隊,A338,地下,一般式,公,太平區,豐年里大源十三街38號,單口,五角開關,無,120.72671054,24.1427072,False,,大里服務所,True,,,2025/3/31 上午 12:41:53,good055096,16,12,False,0,0,0
5932,中山分隊,A339,地上,,公,太平區,豐年里大源九街口,單口,五角開關,無,120.72518706,24.14356199,False,,大里服務所,True,,,2025/3/31 上午 12:42:17,good055096,15,12,False,0,0,0
5933,中山分隊,A340,地上,,公,太平區,豐年里大源七街口,單口,五角開關,無,120.72525143,24.14387038,False,,大里服務所,True,,,2025/3/31 上午 12:42:38,good055096,17,12,False,0,0,0
5935,中山分隊,A341,地上,,公,太平區,豐年里大源五街口,單口,五角開關,無,120.72524875,24.14414641,False,,大里服務所,True,,,2025/3/31 上午 12:42:48,good055096,16,12,False,0,0,0
5934,中山分隊,A342,地下,一般式,公,太平區,豐年里大源五街29號前,單口,五角開關,無,120.72690367,24.14373821,False,,大里服務所,True,,,2025/3/31 上午 12:43:02,good055096,16,12,False,0,0,0
5936,中山分隊,A343,地下,一般式,公,太平區,豐年里大源三街口,單口,五角開關,無,120.7253319,24.14452143,False,,大里服務所,True,,,2025/3/31 上午 12:43:16,good055096,15,12,False,0,0,0
5937,中山分隊,A344,地上,,公,太平區,豐年里大源一街口,單口,五角開關,無,120.72543919,24.14486409,False,,大里服務所,True,,,2025/3/31 上午 12:43:42,good055096,15,12,False,0,0,0
18603,中山分隊,A345,地下,一般式,公,太平區,豐年里大源路1-18號旁往國小,單口,五角開關,無,120.72561263,24.14599459,False,,大里服務所,True,2019/1/2 下午 10:12:47,中山分隊,2025/3/31 上午 12:43:53,good055096,8,12,False,0,0,0
5859,中山分隊,A346,地下,一般式,公,太平區,光明里長安路479號前,單口,五角開關,無,120.72537829,24.1507397,False,,大里服務所,True,,,2025/3/31 上午 12:44:08,good055096,16,12,False,0,0,0
18604,中山分隊,A347,地下,一般式,公,太平區,光明里長安路493巷15弄26號前,單口,五角開關,無,120.72610259,24.1508244,False,,大里服務所,True,2019/1/2 下午 10:14:11,中山分隊,2025/3/31 上午 12:44:22,good055096,8,12,False,0,0,0
5860,中山分隊,A348,地下,一般式,公,太平區,光明里長安路447號前,單口,五角開關,無,120.7257577,24.15149434,False,,大里服務所,True,,,2025/4/29 上午 11:38:31,中山分隊,17,12,False,0,0,0
5861,中山分隊,A349,地下,一般式,公,太平區,光明里長安十一街8號前,單口,五角開關,無,120.72691977,24.15199606,False,,大里服務所,True,,,2025/3/31 上午 12:44:32,good055096,16,12,False,0,0,0
18605,中山分隊,A350,地下,一般式,公,太平區,光華里中山路二段352巷慈光15村前,單口,五角開關,無,120.72800241,24.15225316,False,,大里服務所,True,2019/1/2 下午 10:16:05,中山分隊,2025/3/31 上午 12:44:47,good055096,9,12,False,0,0,0
18606,中山分隊,A351,地下,,公,太平區,光華里長安路398巷口,單口,五角開關,無,120.72729438,24.15377882,False,,大里服務所,True,2019/1/2 下午 10:17:43,中山分隊,2025/3/31 上午 12:44:59,good055096,8,12,False,0,0,0
18237,中山分隊,A352,地下,一般式,公,太平區,光華里長安路360巷口人行道,單口,五角開關,無,120.72736501,24.15466862,False,,大里服務所,True,2018/2/5 上午 08:34:54,中山分隊,2025/3/31 上午 12:45:14,good055096,8,12,False,0,0,0
5863,中山分隊,A353,地下,一般式,公,太平區,光華里長安路320號前（三角開關）,單口,五角開關,無,120.72832524,24.15497209,False,,大里服務所,True,,,2025/3/31 上午 12:45:30,good055096,17,12,False,0,0,0
18607,中山分隊,A354,地下,一般式,公,太平區,光華里長安路119號對面,單口,五角開關,無,120.73113896,24.15635689,False,,大里服務所,True,2019/1/2 下午 10:26:14,中山分隊,2025/3/31 上午 12:45:41,good055096,8,12,False,0,0,0
5864,中山分隊,A355,地下,一般式,公,太平區,光華里長安路72號,單口,五角開關,無,120.73232949,24.1566457,False,,大里服務所,True,,,2025/3/31 上午 12:45:53,good055096,17,12,False,0,0,0
5862,中山分隊,A356,地下,一般式,公,太平區,光華里長安路2號（對面斑馬線）,單口,五角開關,無,120.73363065,24.15696422,False,,大里服務所,True,,,2025/3/31 上午 12:46:10,good055096,16,12,False,0,0,0
18608,中山分隊,A357,地下,一般式,公,太平區,光華里長安東路80號前（三和精機廠）,單口,五角開關,無,120.73379365,24.15784343,False,,大里服務所,True,2019/1/2 下午 10:27:38,中山分隊,2025/3/31 上午 12:46:23,good055096,8,12,False,0,0,0
5947,中山分隊,A358,地上,,公,太平區,中山里中山路二段439巷口,雙口,五角開關,無,120.72757691,24.14992798,False,,大里服務所,True,,,2025/3/31 上午 12:46:40,good055096,17,12,False,0,0,0
5948,中山分隊,A359,地下,一般式,公,太平區,中山里中山路二段311巷4弄37號前,單口,五角開關,無,120.72997815,24.14957922,False,,大里服務所,True,,,2025/3/31 上午 12:46:57,good055096,15,12,False,0,0,0
5949,中山分隊,A360,地上,,公,太平區,中山里中山路二段285巷口右側,雙口,五角開關,無,120.73153853,24.1502486,False,,大里服務所,True,,,2025/3/31 上午 12:47:19,good055096,16,12,False,0,0,0
5950,中山分隊,A361,地下,一般式,公,太平區,中山里中山路二段259巷20號,單口,五角開關,無,120.73211252,24.14979337,False,,大里服務所,True,,,2025/3/31 上午 12:47:50,good055096,16,12,False,0,0,0
5873,中山分隊,A362,地下,固鎖式,公,太平區,大興里大興六街33弄口,單口,五角開關,無,120.73428779,24.15543464,False,,大里服務所,True,,,2025/3/31 上午 12:48:12,good055096,13,12,False,0,0,0
5872,中山分隊,A363,地下,固鎖式,公,太平區,大興里大興六街85號,單口,五角開關,無,120.73532044,24.15586293,False,,大里服務所,True,,,2025/3/31 上午 12:48:35,good055096,15,12,False,0,0,0
5874,中山分隊,A364,地下,固鎖式,公,太平區,大興里大興十街3巷2號前,單口,五角開關,無,120.73620557,24.15610766,False,,大里服務所,True,,,2025/3/31 上午 12:48:49,good055096,15,12,False,0,0,0
5875,中山分隊,A365,地下,一般式,公,太平區,大興里大興十六街25號（祥鼎工業）,單口,五角開關,無,120.7372665,24.1555432,False,出水量 20.26 m?／h 淞盛工程有限公司,大里服務所,True,,,2026/6/30 上午 11:29:29,中山分隊,16,99,False,0,0,0
5876,中山分隊,A366,地下,一般式,公,太平區,大興里大興十六街96巷22號前,單口,五角開關,無,120.73626726,24.15435413,False,,大里服務所,True,,,2025/3/31 上午 12:49:18,good055096,15,13,False,0,0,0
5878,中山分隊,A367,地下,一般式,公,太平區,大興里大興二十二街110巷口,單口,五角開關,無,120.7416974,24.15425256,False,,大里服務所,True,,,2025/3/31 上午 12:49:29,good055096,15,13,False,0,0,0
5877,中山分隊,A368,地下,一般式,公,太平區,大興里大興二十二街42號【麗園社區大門前】,單口,五角開關,無,120.74243133,24.15631178,False,,大里服務所,True,,,2025/3/31 上午 12:49:58,good055096,15,13,False,0,0,0
5879,中山分隊,A369,地下,一般式,公,太平區,大興里大興二十二街35巷2弄口,單口,五角開關,無,120.74332684,24.15670236,False,,大里服務所,True,,,2025/3/31 上午 12:50:10,good055096,14,13,False,0,0,0
17219,中山分隊,A370,地下,一般式,公,太平區,大興里?仔坑路（華盛頓中學指示牌往前10公尺）,單口,五角開關,無,120.74489325,24.15909493,False,,大里服務所,True,2016/2/18 下午 04:22:27,中山分隊,2025/3/31 上午 12:50:29,good055096,14,13,False,0,0,0
5887,中山分隊,A371,地上,,公,太平區,大興里廓仔坑路56號旁約10公尺,單口,五角開關,無,120.75404941,24.15748891,False,,大里服務所,True,,,2025/3/31 上午 12:50:43,good055096,15,13,False,0,0,0
17220,中山分隊,A372,地下,固鎖式,公,太平區,光華里大興二十一街光華里土地公廟旁,單口,五角開關,無,120.74340869,24.15882752,False,,大里服務所,True,2016/2/18 下午 04:33:14,中山分隊,2025/3/31 上午 12:51:04,good055096,14,13,False,0,0,0
5882,中山分隊,A373,地下,一般式,公,太平區,光華里大興十九街15號,單口,五角開關,無,120.74166507,24.15865016,False,,大里服務所,True,,,2025/3/31 上午 12:51:23,good055096,16,13,False,0,0,0
18610,中山分隊,A374,地下,一般式,公,太平區,光華里大興十九街12巷28號,單口,五角開關,無,120.74245715,24.15843486,False,,大里服務所,True,2019/1/2 下午 10:29:56,中山分隊,2025/3/31 上午 12:51:41,good055096,9,13,False,0,0,0
18611,中山分隊,A375,地下,一般式,公,太平區,光華里大興十九街7巷底,單口,五角開關,無,120.74108177,24.15785441,False,,大里服務所,True,2019/1/2 下午 10:31:21,中山分隊,2025/3/31 上午 12:51:53,good055096,8,13,False,0,0,0
5880,中山分隊,A376,地下,固鎖式,公,太平區,光華里大興十九街1巷2號,單口,五角開關,無,120.74197455,24.15777497,False,,大里服務所,True,,,2025/3/31 上午 12:52:09,good055096,17,13,False,0,0,0
5881,中山分隊,A377,地下,一般式,公,太平區,光華里大興十九街和大興路口,單口,五角開關,無,120.74201926,24.15747939,False,,大里服務所,True,,,2025/3/31 上午 12:52:26,good055096,16,13,False,0,0,0
5883,中山分隊,A378,地下,一般式,公,太平區,光華里大興路429-1號（宏偉樂器拋光社）,單口,五角開關,無,120.7397932,24.1572716,False,,大里服務所,True,,,2025/3/31 上午 12:52:39,good055096,15,13,False,0,0,0
5885,中山分隊,A379,地下,固鎖式,公,太平區,光華里大興十七街73號前,單口,五角開關,無,120.74021816,24.15796273,False,,大里服務所,True,,,2025/3/31 上午 12:52:50,good055096,15,13,False,0,0,0
5886,中山分隊,A380,地下,固鎖式,公,太平區,光華里大興十七街100號前,單口,五角開關,無,120.7411729,24.1582551,False,,大里服務所,True,,,2025/3/31 上午 12:53:04,good055096,14,13,False,0,0,0
5888,中山分隊,A381,地下,固鎖式,公,太平區,光華里大興二十一街118-1號前,單口,五角開關,無,120.74058771,24.15845877,False,,大里服務所,True,,,2025/3/31 上午 12:53:18,good055096,18,13,False,0,0,0
5889,中山分隊,A382,地下,固鎖式,公,太平區,光華里大興二十一街210號,單口,五角開關,無,120.73962539,24.15820991,False,,大里服務所,True,,,2025/3/31 上午 12:53:32,good055096,17,13,False,0,0,0
17181,中山分隊,A383,地下,固鎖式,公,太平區,光華里大興十五街50巷39弄口,單口,五角開關,無,120.74005766,24.15859509,False,,大里服務所,True,2016/1/1 上午 10:45:05,中山分隊,2025/3/31 上午 12:53:46,good055096,15,13,False,0,0,0
5892,中山分隊,A384,地下,固鎖式,公,太平區,光華里大興十五街50巷39弄18號,單口,五角開關,無,120.74010014,24.15903709,False,,大里服務所,True,,,2025/3/31 上午 12:54:05,good055096,17,13,False,0,0,0
5893,中山分隊,A385,地下,固鎖式,公,太平區,光華里大興十五街50巷21號旁,單口,五角開關,無,120.73901555,24.15852973,False,,大里服務所,True,,,2025/3/31 上午 12:54:19,good055096,15,13,False,0,0,0
5891,中山分隊,A386,地下,固鎖式,公,太平區,光華里大興十五街58巷45號,單口,五角開關,無,120.73967635,24.15889759,False,,大里服務所,True,,,2025/3/31 上午 12:55:31,good055096,17,13,False,0,0,0
5890,中山分隊,A387,地下,固鎖式,公,太平區,光華里大興十五街58巷23號,單口,五角開關,無,120.73904871,24.15887802,False,,大里服務所,True,,,2025/3/31 上午 12:55:57,good055096,14,13,False,0,0,0
17180,中山分隊,A388,地下,固鎖式,公,太平區,光華里大興十五街58巷1號,單口,五角開關,無,120.73833525,24.15884197,False,,大里服務所,True,2016/1/1 上午 10:44:16,中山分隊,2025/3/31 上午 12:56:11,good055096,12,13,False,0,0,0
5894,中山分隊,A389,地下,固鎖式,公,太平區,光華里大興十五街43號前,單口,五角開關,無,120.73823064,24.15832003,False,,大里服務所,True,,,2025/3/31 上午 12:56:22,good055096,14,13,False,0,0,0
17221,中山分隊,A390,地下,固鎖式,公,太平區,光華里大興十五街26巷17號前,單口,五角開關,無,120.73881714,24.15781473,False,,大里服務所,True,2016/2/18 下午 04:35:32,中山分隊,2025/3/31 上午 12:56:42,good055096,13,13,False,0,0,0
5895,中山分隊,A391,地下,固鎖式,公,太平區,光華里大興十五街1號前,單口,五角開關,無,120.7382816,24.15726769,False,,大里服務所,True,,,2025/3/31 上午 12:57:24,good055096,14,13,False,0,0,0
5896,中山分隊,A392,地下,一般式,公,太平區,光華里大興路295號前,單口,五角開關,無,120.73613225,24.15669291,False,,大里服務所,True,,,2025/3/31 上午 12:57:39,good055096,17,13,False,0,0,0
5897,中山分隊,A393,地下,一般式,公,太平區,光華里大興路179號前,單口,五角開關,無,120.73357433,24.15562553,False,,大里服務所,True,,,2025/3/31 上午 12:57:55,good055096,15,13,False,0,0,0
5871,中山分隊,A394,地下,一般式,公,太平區,光華里大興十三街43巷2號前,單口,五角開關,無,120.73190787,24.15512232,False,,大里服務所,True,,,2025/3/31 上午 12:58:09,good055096,15,13,False,0,0,0
5869,中山分隊,A395,地下,一般式,公,太平區,光華里大興十三街116號,單口,五角開關,無,120.7310611,24.1547812,False,,大里服務所,True,,,2025/3/31 上午 12:58:23,good055096,17,14,False,0,0,0
5870,中山分隊,A396,地下,一般式,公,太平區,光華里大興十三街43巷62號旁,單口,五角開關,無,120.73135077,24.15418404,False,,大里服務所,True,,,2025/3/31 上午 12:58:36,good055096,15,14,False,0,0,0
5865,中山分隊,A397,地下,一般式,公,太平區,光華里長安七街40巷口,單口,五角開關,無,120.72896897,24.15357709,False,,大里服務所,True,,,2025/3/31 上午 12:58:47,good055096,17,14,False,0,0,0
5866,中山分隊,A398,地下,一般式,公,太平區,光明里大興十一街207號,單口,五角開關,無,120.72864443,24.15308761,False,,大里服務所,True,,,2025/3/31 上午 12:59:04,good055096,18,14,False,0,0,0
5867,中山分隊,A399,地下,一般式,公,太平區,光明里大興十一街143號,單口,五角開關,無,120.73020413,24.1531029,False,,大里服務所,True,,,2025/3/31 上午 12:59:26,good055096,17,14,False,0,0,0
5868,中山分隊,A400,地下,一般式,公,太平區,光明里大興十一街125巷48號前,單口,五角開關,無,120.73045358,24.15207438,False,,大里服務所,True,,,2025/3/31 上午 12:59:57,good055096,16,14,False,0,0,0
18612,中山分隊,A401,地下,一般式,公,太平區,光明里大興九街60號,單口,五角開關,無,120.73218098,24.15393013,False,,大里服務所,True,2019/1/2 下午 10:32:47,中山分隊,2025/3/31 上午 01:01:16,good055096,8,14,False,0,0,0
5898,中山分隊,A402,地下,一般式,公,太平區,光明里大興路和大興九街口,單口,五角開關,無,120.73339998,24.15382794,False,,大里服務所,True,,,2025/3/31 上午 01:04:01,good055096,18,14,False,0,0,0
5899,中山分隊,A403,地下,一般式,公,太平區,光明里大興五街45號前,單口,五角開關,無,120.73206959,24.1532008,False,,大里服務所,True,,,2025/3/31 上午 01:04:12,good055096,15,14,False,0,0,0
5900,中山分隊,A404,地下,一般式,公,太平區,光明里大興三街45號,單口,五角開關,無,120.73139369,24.15290161,False,,大里服務所,True,,,2025/3/31 上午 01:04:33,good055096,16,14,False,0,0,0
5901,中山分隊,A405,地上,,公,太平區,光明里大興路柏祥廳門口左側,雙口,五角開關,無,120.73320686,24.15119086,False,,大里服務所,True,,,2025/3/31 上午 01:04:47,good055096,18,14,False,0,0,0
5902,中山分隊,A406,地上,,公,太平區,光明里中山路二段國軍醫院牆角（靠近中山路二段與大興路口）,雙口,五角開關,無,120.73311567,24.15055208,False,,大里服務所,True,,,2025/3/31 上午 01:05:01,good055096,16,14,False,0,0,0
5903,中山分隊,A407,地上,,公,太平區,光明里中山路二段305號對面,雙口,五角開關,無,120.73090016,24.15035139,False,,大里服務所,True,,,2025/3/31 上午 01:05:14,good055096,15,14,False,0,0,0
5904,中山分隊,A408,地上,,公,太平區,光明里中山路二段350號【慈光二村】,雙口,五角開關,無,120.72847869,24.1501478,False,,大里服務所,True,,,2025/3/31 上午 01:05:27,good055096,16,14,False,0,0,0
5905,中山分隊,A409,地下,一般式,公,太平區,光明里中山路二段364巷31弄和352巷口,單口,五角開關,無,120.72775125,24.15131568,False,,大里服務所,True,,,2025/3/31 上午 01:05:39,good055096,16,14,False,0,0,0
5906,中山分隊,A410,地上,,公,太平區,光明里中山路二段489號對面,單口,五角開關,無,120.72610437,24.14987658,False,,大里服務所,True,,,2025/3/31 上午 01:05:52,good055096,18,14,False,0,0,0
18236,中山分隊,A411,地下,一般式,公,太平區,中山里環太東路266號前,單口,五角開關,無,120.72522461,24.15111499,False,,大里服務所,True,2018/2/5 上午 08:34:22,中山分隊,2025/3/31 上午 01:06:10,good055096,10,14,False,0,0,0
21603,中山分隊,A412,地下,一般式,公,太平區,環太東路與長安十一街,單口,五角開關,無,120.7260876,24.1527646,False,,大里服務所,True,2024/6/27 上午 10:05:10,中山分隊,2025/3/31 上午 01:06:23,good055096,6,14,False,0,0,389
5951,中山分隊,A413,地下,一般式,公,太平區,坪林里中山路二段177巷口,單口,五角開關,無,120.73427975,24.14948989,False,,大里服務所,True,,,2025/3/31 上午 01:06:39,good055096,15,14,False,0,0,0
18613,中山分隊,A414,地下,一般式,公,太平區,坪林里中山路二段107巷口,單口,五角開關,無,120.73389035,24.14780542,False,,大里服務所,True,2019/1/2 下午 10:34:12,中山分隊,2025/3/31 上午 01:06:55,good055096,8,14,False,0,0,0
5952,中山分隊,A415,地下,一般式,公,太平區,坪林里中山路二段57-9號前,單口,五角開關,無,120.73358237,24.14660796,False,,大里服務所,True,,,2025/3/31 上午 01:07:06,good055096,18,14,False,0,0,0
5953,中山分隊,A416,地下,一般式,公,太平區,坪林里中山路二段17巷口,單口,五角開關,無,120.73432266,24.14546129,False,,大里服務所,True,,,2025/3/31 上午 01:07:20,good055096,15,14,False,0,0,0
5954,中山分隊,A417,地下,一般式,公,太平區,勤益里中山路一段276號對面,單口,五角開關,無,120.73315322,24.14250463,False,,大里服務所,True,,,2025/3/31 上午 01:07:35,good055096,17,14,False,0,0,0
5955,中山分隊,A418,地下,一般式,公,太平區,勤益里中山路一段197號前,單口,五角開關,無,120.73230564,24.14115844,False,,大里服務所,True,,,2025/3/31 上午 01:07:51,good055096,16,14,False,0,0,0
5956,中山分隊,A419,地下,一般式,公,太平區,勤益里中山路一段190號對面,單口,五角開關,無,120.73172628,24.14035562,False,,大里服務所,True,,,2025/3/31 上午 01:08:07,good055096,16,14,False,0,0,0
5957,中山分隊,A420,地下,一般式,公,太平區,勤益里中山路一段159巷17-1號前,單口,五角開關,無,120.73114156,24.14065423,False,,大里服務所,True,,,2025/3/31 上午 01:08:26,good055096,16,14,False,0,0,0
5958,中山分隊,A421,地下,一般式,公,太平區,勤益里中山路一段159巷42號前,單口,五角開關,無,120.73085725,24.14184867,False,,大里服務所,True,,,2025/3/31 上午 01:08:55,good055096,16,14,False,0,0,0
5959,中山分隊,A422,地下,一般式,公,太平區,勤益里中山路一段159巷76號,單口,五角開關,無,120.73071241,24.14303331,False,,大里服務所,True,,,2025/3/31 上午 01:09:11,good055096,16,14,False,0,0,0
5960,中山分隊,A423,地下,一般式,公,太平區,勤益里中山路一段215南巷23號前,單口,五角開關,無,120.73205888,24.14305289,False,,大里服務所,True,,,2025/3/31 上午 01:09:26,good055096,17,14,False,0,0,0
5962,中山分隊,A424,地下,一般式,公,太平區,勤益里中山路一段156號對面,單口,五角開關,無,120.73219299,24.13881849,False,,大里服務所,True,,,2025/3/31 上午 01:09:38,good055096,17,14,False,0,0,0
5961,中山分隊,A425,地上,,公,太平區,勤益里中山路一段137號對面（加油站往前10公尺）,雙口,五角開關,無,120.73252022,24.13817965,False,,大里服務所,True,,,2025/3/31 上午 01:09:52,good055096,16,14,False,0,0,0
5963,中山分隊,A426,地下,一般式,公,太平區,勤益里中山路一段162巷30弄1號前,單口,五角開關,無,120.73269188,24.13961643,False,,大里服務所,True,,,2025/3/31 上午 01:10:04,good055096,18,15,False,0,0,0
5964,中山分隊,A427,地下,一般式,公,太平區,勤益里中山路一段184-4號前,單口,五角開關,無,120.73165118,24.13961643,False,,大里服務所,True,,,2025/3/31 上午 01:10:24,good055096,16,15,False,0,0,0
5965,中山分隊,A428,地下,一般式,公,太平區,勤益里中山路一段192-3號前,單口,五角開關,無,120.73202133,24.14061017,False,,大里服務所,True,,,2025/3/31 上午 01:10:39,good055096,16,15,False,0,0,0
5966,中山分隊,A429,地下,固鎖式,公,太平區,勤益里中山路一段232巷口,單口,五角開關,無,120.73272407,24.14157454,False,,大里服務所,True,,,2025/3/31 上午 01:10:55,good055096,15,15,False,0,0,0
5967,中山分隊,A430,地下,一般式,公,太平區,勤益里中山路一段322巷口,單口,五角開關,無,120.73380768,24.14332702,False,,大里服務所,True,,,2025/3/31 上午 01:11:09,good055096,15,15,False,0,0,0
5968,中山分隊,A431,地下,一般式,公,太平區,勤益里中山路一段322巷10號前,單口,五角開關,無,120.7345426,24.1433466,False,,大里服務所,True,,,2025/3/31 上午 01:11:22,good055096,16,15,False,0,0,0
5969,中山分隊,A432,地下,一般式,公,太平區,勤益里中山路一段322巷42弄口,單口,五角開關,無,120.73583006,24.14347877,False,,大里服務所,True,,,2025/3/31 上午 01:11:52,good055096,16,15,False,0,0,0
5970,中山分隊,A433,地下,一般式,公,太平區,勤益里中山路一段322巷42弄13號前,單口,五角開關,無,120.73587298,24.14292072,False,,大里服務所,True,,,2025/3/31 上午 01:12:08,good055096,16,15,False,0,0,0
5971,中山分隊,A434,地下,一般式,公,太平區,勤益里中山路一段322巷84號前,單口,五角開關,無,120.73712825,24.14358157,False,,大里服務所,True,,,2025/3/31 上午 01:12:21,good055096,16,15,False,0,0,0
5972,中山分隊,A435,地下,一般式,公,太平區,勤益里中山路一段322巷117弄口,單口,五角開關,無,120.73762446,24.14361094,False,,大里服務所,True,,,2025/3/31 上午 01:12:35,good055096,16,15,False,0,0,0
5978,中山分隊,A436,地下,一般式,公,太平區,勤益里中山路一段366號前,單口,五角開關,無,120.73442995,24.14432073,False,,大里服務所,True,,,2025/3/31 上午 01:12:49,good055096,18,15,False,0,0,0
5979,中山分隊,A437,地下,一般式,公,太平區,勤益里中山路一段392號前,單口,五角開關,無,120.73447287,24.14483472,False,,大里服務所,True,,,2025/3/31 上午 01:13:03,good055096,18,15,False,0,0,0
5977,中山分隊,A438,地下,一般式,公,太平區,坪林里坪林路31-1號（勤益帝寶A棟旁槽化線內）,單口,五角開關,無,120.73506832,24.14576968,False,,大里服務所,True,,,2025/3/31 上午 01:13:17,good055096,22,15,False,0,0,0
18614,中山分隊,A439,地下,一般式,公,太平區,坪林里坪林路41-1號,單口,五角開關,無,120.735376,24.14619277,False,,大里服務所,True,2019/1/2 下午 10:35:40,中山分隊,2025/3/31 上午 01:13:31,good055096,8,15,False,0,0,0
