消防栓編號,單位名稱,自訂編號,種類,消防栓蓋,產權,區鄉鎮市名稱,消防栓位置,出水口型式,開關型式,消防栓標誌,經度,緯度,是否停用,備註,水公司單位名稱,消防栓照片,建檔時間,建檔帳號,修改時間,修改帳號,版本,查察梯次,水壓不足,水壓不足時1,水壓不足時2,出水量
18585,中山分隊,A190,地上,,公,太平區,新坪里育賢路230號旁（自助餐對面）,雙口,五角開關,無,120.71969552,24.15798862,False,,大里服務所,True,2019/1/2 下午 01:21:46,中山分隊,2026/6/21 上午 09:10:52,中山分隊,9,7,False,0,0,989
5698,中山分隊,A191,地上,,公,太平區,新坪里樹孝路與育賢路口（7-11前）,單口,五角開關,無,120.72036042,24.15782446,False,,大里服務所,True,,,2026/6/21 上午 09:10:40,中山分隊,20,7,False,0,0,973
5722,中山分隊,A192,地上,,公,太平區,新坪里育賢路166號前,雙口,五角開關,無,120.72125494,24.15763479,False,,大里服務所,True,,,2026/6/21 上午 09:10:30,中山分隊,19,7,False,0,0,993
5717,中山分隊,A193,地上,,公,太平區,新坪里育德路26巷39號對面,單口,五角開關,無,120.72097063,24.15705722,False,,大里服務所,True,,,2026/6/21 上午 09:10:18,中山分隊,19,7,False,0,0,861
5725,中山分隊,A194,地下,一般式,公,太平區,新坪里育德路25巷2號前,單口,五角開關,無,120.72231441,24.1567562,False,,大里服務所,True,,,2026/6/21 上午 09:10:09,中山分隊,23,7,False,0,0,832
5724,中山分隊,A195,地下,一般式,公,太平區,新坪里育德路與育賢路口,單口,五角開關,無,120.72245255,24.15741086,False,,大里服務所,True,,,2026/6/21 上午 09:09:32,中山分隊,21,7,False,0,0,837
5719,中山分隊,A196,地上,,公,太平區,新坪里育賢路31-6號對面,單口,五角開關,無,120.72419329,24.15735862,False,,大里服務所,True,,,2026/6/21 上午 09:09:17,中山分隊,19,7,False,0,0,937
5718,中山分隊,A197,地上,,公,太平區,新坪里育賢路3號,雙口,五角開關,無,120.72475656,24.15769023,False,,大里服務所,True,,,2026/6/21 上午 09:09:00,中山分隊,21,7,False,0,0,681
18586,中山分隊,A198,地上,,公,太平區,新坪里太和路一段63號（富邦前）,單口,五角開關,無,120.72478445,24.15857976,False,,大里服務所,True,2019/1/2 下午 01:25:29,中山分隊,2026/6/21 上午 09:08:47,中山分隊,8,7,False,0,0,637
5735,中山分隊,A199,地下,,公,太平區,新坪里太和路1段與太順路口西側（富邦對面）,單口,五角開關,無,120.72482423,24.15856727,False,,大里服務所,True,,,2026/6/21 上午 09:08:31,中山分隊,24,7,False,0,0,679
5733,中山分隊,A201,地上,,公,太平區,新坪里太順路7號,單口,五角開關,無,120.72751856,24.15960095,False,,大里服務所,True,,,2026/6/21 上午 09:14:02,中山分隊,20,7,False,0,0,830
5670,中山分隊,A202,地上,,公,太平區,新坪里太和路1段與太順路口東側（全家對面）,單口,五角開關,無,120.72490006,24.15865936,False,,大里服務所,True,,,2025/3/31 上午 12:04:08,good055096,19,7,False,0,0,0
18587,中山分隊,A203,地上,,公,太平區,新坪里育德路6號旁,單口,五角開關,無,120.72259131,24.15855981,False,,大里服務所,True,2019/1/2 下午 01:26:41,中山分隊,2025/3/31 上午 12:04:30,good055096,7,7,False,0,0,0
18588,中山分隊,A204,地上,,公,太平區,新坪里育誠街138巷口,單口,五角開關,無,120.721444,24.15822255,False,,大里服務所,True,2019/1/2 下午 01:28:42,中山分隊,2025/3/31 上午 12:04:46,good055096,7,7,False,0,0,0
18589,中山分隊,A205,地上,,公,太平區,新坪里育德路7-1號（育誠街與育德路口）,單口,五角開關,無,120.72256338,24.15799478,False,,大里服務所,True,2019/1/2 下午 01:31:19,中山分隊,2025/3/31 上午 12:04:58,good055096,7,7,False,0,0,0
5723,中山分隊,A206,地下,固鎖式,公,太平區,新坪里育誠街18號,單口,五角開關,無,120.72344899,24.15785994,False,,大里服務所,True,,,2025/3/31 上午 12:05:19,good055096,18,7,False,0,0,0
5720,中山分隊,A207,地上,,公,太平區,新坪里育賢路51號,雙口,五角開關,無,120.72332292,24.15728727,False,,大里服務所,True,,,2025/3/31 上午 12:05:38,good055096,18,7,False,0,0,0
5721,中山分隊,A208,地上,,公,太平區,新坪里育賢路83號,雙口,五角開關,無,120.7223761,24.15751365,False,,大里服務所,True,,,2025/3/31 上午 12:05:58,good055096,20,7,False,0,0,0
17185,中山分隊,A209,地上,,公,太平區,新坪里樹孝路500號與育賢路口（7-11對面）,雙口,五角開關,無,120.72039127,24.15794626,False,,大里服務所,True,2016/1/1 上午 10:50:12,中山分隊,2025/3/31 上午 12:06:11,good055096,14,7,False,0,0,0
5641,中山分隊,A210,地上,,公,太平區,新坪里育賢路與建和路口（永慶不動產）,雙口,五角開關,無,120.71899652,24.1582356,False,,大里服務所,True,,,2025/3/31 上午 12:06:25,good055096,18,7,False,0,0,0
18590,中山分隊,A211,地下,一般式,公,太平區,新坪里太順路323號旁（太順路與建和路口）,單口,五角開關,無,120.71918184,24.15933232,False,,大里服務所,True,2019/1/2 下午 01:33:05,中山分隊,2025/3/31 上午 12:06:38,good055096,7,7,False,0,0,0
5834,中山分隊,A212,地上,,公,太平區,宜昌里宜昌路與中山路三段口西側（土銀）,雙口,五角開關,無,120.71590796,24.14878991,False,,大里服務所,True,,,2025/3/31 上午 12:07:04,good055096,17,7,False,0,0,0
5833,中山分隊,A213,地上,,公,太平區,宜昌里宜昌路與中山路三段口東側（紅茶冰）,雙口,五角開關,無,120.71603,24.14873851,False,,大里服務所,True,,,2025/3/31 上午 12:07:13,good055096,21,7,False,0,0,0
5691,中山分隊,A214,地上,,公,太平區,新城里樹孝路與中山路三段口（停車場對面）,雙口,五角開關,無,120.71607157,24.14891267,False,,大里服務所,True,,,2025/3/31 上午 12:07:26,good055096,18,7,False,0,0,0
5692,中山分隊,A215,地上,,公,太平區,新城里樹孝路8-1號前,雙口,五角開關,無,120.71637868,24.15008339,False,,大里服務所,True,,,2025/3/31 上午 12:07:37,good055096,16,7,False,0,0,0
5693,中山分隊,A216,地上,,公,太平區,新城里樹孝路76-1號前,雙口,五角開關,無,120.7169795,24.15145274,False,,大里服務所,True,,,2025/3/31 上午 12:07:51,good055096,16,7,False,0,0,0
5694,中山分隊,A217,地上,,公,太平區,新城里樹孝路168-9號前,雙口,五角開關,無,120.71759104,24.15250757,False,,大里服務所,True,,,2025/3/31 上午 12:08:13,good055096,15,8,False,0,0,0
5695,中山分隊,A218,地上,,公,太平區,新城里樹孝路232號右側,雙口,五角開關,無,120.71832597,24.15360646,False,,大里服務所,True,,,2025/3/31 上午 12:08:29,good055096,16,8,False,0,0,0
5696,中山分隊,A219,地上,,公,太平區,新城里樹孝路332-1號前,雙口,五角開關,無,120.71917891,24.15494027,False,,大里服務所,True,,,2025/3/31 上午 12:08:44,good055096,19,8,False,0,0,0
5697,中山分隊,A220,地上,,公,太平區,新城里樹孝路與育才路口,雙口,五角開關,無,120.71992188,24.15621779,False,,大里服務所,True,,,2025/3/31 上午 12:08:59,good055096,19,8,False,0,0,0
5699,中山分隊,A221,地上,,公,太平區,新城里樹孝路409號（寶雅前）,單口,五角開關,無,120.71986958,24.1564148,False,,大里服務所,True,,,2025/3/31 上午 12:09:21,good055096,22,8,False,0,0,0
5700,中山分隊,A222,地上,,公,太平區,新城里樹孝路297號前,雙口,五角開關,無,120.71839034,24.15391972,False,,大里服務所,True,,,2024/9/28 下午 05:41:59,中山分隊,15,8,False,0,0,0
5726,中山分隊,A223,地下,,公,太平區,新城里育才路152號,單口,五角開關,無,120.71904748,24.15657265,False,,大里服務所,True,,,2025/3/31 上午 12:09:55,good055096,23,8,False,0,0,0
5701,中山分隊,A224,地上,,公,太平區,新城里樹孝路115巷口,雙口,五角開關,無,120.71756958,24.15268623,False,,大里服務所,True,,,2025/3/31 上午 12:10:08,good055096,19,8,False,0,0,0
5702,中山分隊,A225,地上,,公,太平區,新城里樹孝路53號前,雙口,五角開關,無,120.71653962,24.15096815,False,,大里服務所,True,,,2025/3/31 上午 12:10:22,good055096,16,8,False,0,0,0
5703,中山分隊,A226,地上,,公,太平區,新城里樹孝路39-12號前,雙口,五角開關,無,120.71635723,24.15045663,False,,大里服務所,True,,,2025/3/31 上午 12:10:36,good055096,19,8,False,0,0,0
5704,中山分隊,A227,地上,,公,太平區,新城里樹孝路新平停車場前,雙口,五角開關,無,120.71598708,24.1490934,False,,大里服務所,True,,,2025/3/31 上午 12:10:49,good055096,18,8,False,0,0,0
18591,中山分隊,A228,地上,,公,太平區,宜昌里中山路三段39號（振宇五金）,雙口,五角開關,無,120.71969868,24.14890031,False,,大里服務所,True,2019/1/2 下午 09:54:10,中山分隊,2025/3/31 上午 12:11:00,good055096,7,8,False,0,0,0
5705,中山分隊,A229,地上,,公,太平區,新吉里中山路三段與新明街口（遠傳）,雙口,五角開關,無,120.71826293,24.14892539,False,,大里服務所,True,,,2025/3/31 上午 12:11:13,good055096,21,8,False,0,0,0
5708,中山分隊,A230,地下,一般式,公,太平區,新吉里新明街和新明街88巷口,單口,五角開關,無,120.71825218,24.15062728,False,,大里服務所,True,,,2025/3/31 上午 12:11:28,good055096,22,8,False,0,0,0
5706,中山分隊,A231,地下,一般式,公,太平區,新吉里新平路三段53號前,單口,五角開關,無,120.71971266,24.14991011,False,,大里服務所,True,,,2025/3/31 上午 12:11:41,good055096,21,8,False,0,0,0
5707,中山分隊,A232,地下,一般式,公,太平區,新吉里新平路三段69巷36弄12號,單口,五角開關,無,120.71971401,24.1510335,False,,大里服務所,True,,,2025/3/31 上午 12:11:54,good055096,17,8,False,0,0,0
5709,中山分隊,A233,地下,一般式,公,太平區,新吉路54巷口,單口,五角開關,無,120.71969116,24.1516988,False,,大里服務所,True,,,2025/3/31 上午 12:12:07,good055096,18,8,False,0,0,0
5713,中山分隊,A234,地下,一般式,公,太平區,新吉里樹孝路274巷8弄25號,單口,五角開關,無,120.71843139,24.15276506,False,,大里服務所,True,,,2025/3/31 上午 12:12:23,good055096,21,8,False,0,0,0
5710,中山分隊,A235,地下,一般式,公,太平區,新吉里新吉路54巷21弄口,單口,五角開關,無,120.71984007,24.15261686,False,,大里服務所,True,,,2025/3/31 上午 12:12:36,good055096,18,8,False,0,0,0
5714,中山分隊,A236,地上,,公,太平區,新吉里樹孝路274巷9弄35號對面,單口,五角開關,無,120.7196094,24.15457195,False,,大里服務所,True,,,2025/3/31 上午 12:12:51,good055096,19,8,False,0,0,0
5715,中山分隊,A237,地上,,公,太平區,新坪里樹孝路336巷7弄37號對面,單口,五角開關,無,120.72011834,24.15548445,False,,大里服務所,True,,,2025/3/31 上午 12:13:04,good055096,20,8,False,0,0,0
5716,中山分隊,A238,地上,,公,太平區,新坪里育才路118巷口,單口,五角開關,無,120.72052672,24.15625205,False,,大里服務所,True,,,2025/3/31 上午 12:13:18,good055096,19,8,False,0,0,0
5727,中山分隊,A239,地下,一般式,公,太平區,新城里育才路66號前,單口,五角開關,無,120.72210922,24.15592705,False,,大里服務所,True,,,2025/3/31 上午 12:13:32,good055096,21,8,False,0,0,0
21602,中山分隊,A240,地下,一般式,公,太平區,育仁路135號旁（新平路三段269巷）,單口,五角開關,無,120.722179,24.154279,False,,大里服務所,True,2024/6/27 上午 10:04:12,中山分隊,2025/4/21 上午 11:33:34,中山分隊,8,8,False,0,0,0
5749,中山分隊,A241,地下,一般式,公,太平區,新吉里育仁路181巷口,單口,五角開關,無,120.72167873,24.1533463,False,,大里服務所,True,,,2025/3/31 上午 12:14:16,good055096,20,8,False,0,0,0
5712,中山分隊,A242,地上,,公,太平區,新坪里育德路157號前,單口,五角開關,無,120.72104573,24.15379246,False,,大里服務所,True,,,2025/3/31 上午 12:14:30,good055096,18,8,False,0,0,0
5711,中山分隊,A243,地下,一般式,公,太平區,新吉里育德路211號,單口,五角開關,無,120.72042346,24.15281839,False,,大里服務所,True,,,2025/3/31 上午 12:14:49,good055096,18,8,False,0,0,0
5748,中山分隊,A244,地下,一般式,公,太平區,新吉里新平路三段與新吉路口,單口,五角開關,無,120.72102963,24.15196634,False,,大里服務所,True,,,2025/3/31 上午 12:15:02,good055096,20,8,False,0,0,0
5746,中山分隊,A245,地下,一般式,公,太平區,新吉里新平路三段153號前,單口,五角開關,無,120.72108328,24.15148627,False,,大里服務所,True,,,2025/3/31 上午 12:15:15,good055096,20,8,False,0,0,0
5741,中山分隊,A246,地下,一般式,公,太平區,新吉里新平路三段210巷口守望相助隊旁,單口,五角開關,無,120.7226993,24.15253194,False,,大里服務所,True,,,2025/3/31 上午 12:15:32,good055096,22,8,False,0,0,0
5742,中山分隊,A247,地下,一般式,公,太平區,新吉里新平路三段210巷25號前,單口,五角開關,無,120.72377622,24.1525296,False,,大里服務所,True,,,2025/3/31 上午 12:15:43,good055096,18,8,False,0,0,0
5739,中山分隊,A248,地下,一般式,公,太平區,新坪里新平路三段346巷22弄口,單口,五角開關,無,120.72499394,24.15489867,False,,大里服務所,True,,,2025/3/31 上午 12:16:10,good055096,19,9,False,0,0,0
5738,中山分隊,A249,地下,一般式,公,太平區,新坪里新平路三段346巷25弄尾,單口,五角開關,無,120.72603463,24.15529919,False,,大里服務所,True,,,2025/3/31 上午 12:16:24,good055096,19,9,False,0,0,0
5737,中山分隊,A250,地下,一般式,公,太平區,新坪里太和路一段和太和路一段2巷口,單口,五角開關,無,120.72622909,24.15680553,False,,大里服務所,True,,,2025/3/31 上午 12:16:36,good055096,22,9,False,0,0,0
18592,中山分隊,A251,地下,一般式,公,太平區,新坪里新平路三段421號旁,單口,五角開關,無,120.72622686,24.15678781,False,,大里服務所,True,2019/1/2 下午 09:55:53,中山分隊,2025/3/31 上午 12:16:50,good055096,9,9,False,0,0,0
5732,中山分隊,A252,地上,,公,太平區,新坪里新平路三段403巷5弄口,單口,五角開關,無,120.72513341,24.15696912,False,,大里服務所,True,,,2025/3/31 上午 12:17:11,good055096,18,9,False,0,0,0
5728,中山分隊,A253,地下,一般式,公,太平區,新坪里新平路三段367巷口,單口,五角開關,無,120.72459563,24.15567792,False,,大里服務所,True,,,2025/3/31 上午 12:17:29,good055096,20,9,False,0,0,0
5729,中山分隊,A254,地下,,公,太平區,新坪里新平路三段367巷6弄口,單口,五角開關,無,120.72426438,24.15631324,False,,大里服務所,True,,,2025/3/31 上午 12:17:41,good055096,21,9,False,0,0,0
5740,中山分隊,A255,地下,一般式,公,太平區,新坪里新平路三段281號前,單口,五角開關,無,120.72353548,24.15410427,False,,大里服務所,True,,,2025/3/31 上午 12:17:54,good055096,19,9,False,0,0,0
5747,中山分隊,A256,地下,一般式,公,太平區,新吉里新平路三段160巷25號,單口,五角開關,無,120.72267115,24.15165343,False,,大里服務所,True,,,2025/3/31 上午 12:18:12,good055096,18,9,False,0,0,0
5743,中山分隊,A257,地下,一般式,公,太平區,新吉里新英街37號前（與新平路三段160巷口）,單口,五角開關,無,120.72306811,24.15142826,False,,大里服務所,True,,,2025/3/31 上午 12:19:01,good055096,19,9,False,0,0,0
5744,中山分隊,A258,地下,一般式,公,太平區,新吉里中山路三段2巷20弄口,單口,五角開關,無,120.72230637,24.15048845,False,,大里服務所,True,,,2025/3/31 上午 12:19:29,good055096,18,9,False,0,0,0
5745,中山分隊,A259,地上,,公,太平區,新吉里中山路三段2之1號（二巷與六巷中間） OK前,雙口,五角開關,無,120.72225809,24.14934304,False,,大里服務所,True,,,2025/3/31 上午 12:19:45,good055096,20,9,False,0,0,0
5858,中山分隊,A260,地下,固鎖式,公,太平區,宜昌里中山路三段1巷口,單口,四角開關,無,120.72187721,24.14919129,False,,大里服務所,True,,,2025/3/31 上午 12:19:56,good055096,18,9,False,0,0,0
5857,中山分隊,A261,地下,一般式,公,太平區,宜昌里中山路三段19巷和19巷40弄口,單口,五角開關,無,120.72084389,24.1478309,False,,大里服務所,True,,,2025/3/31 上午 12:20:13,good055096,17,9,False,0,0,0
18593,中山分隊,A262,地下,,公,太平區,宜昌里中山路三段19巷40弄14號,單口,五角開關,無,120.72027407,24.14750326,False,,大里服務所,True,2019/1/2 下午 09:58:01,中山分隊,2025/3/31 上午 12:20:29,good055096,8,9,False,0,0,0
5856,中山分隊,A263,地下,固鎖式,公,太平區,宜昌里富宜路190巷10號右側巷口,單口,五角開關,無,120.71988701,24.14682702,False,,大里服務所,True,,,2025/3/31 上午 12:20:39,good055096,17,9,False,0,0,0
5854,中山分隊,A264,地下,一般式,公,太平區,宜昌里富宜路192號前,單口,五角開關,無,120.71930229,24.14688086,False,,大里服務所,True,,,2025/3/31 上午 12:20:51,good055096,17,9,False,0,0,0
5853,中山分隊,A265,地下,固鎖式,公,太平區,宜昌里富宜路195號右側,單口,五角開關,無,120.71893482,24.14692312,False,,大里服務所,True,,,2025/3/31 上午 12:21:10,good055096,17,9,False,0,0,0
5852,中山分隊,A266,地下,一般式,公,太平區,宜昌里富宜路246號右側,單口,五角開關,無,120.7187223,24.14808676,False,,大里服務所,True,,,2025/3/31 上午 12:21:23,good055096,17,9,False,0,0,0
5851,中山分隊,A267,地下,一般式,公,太平區,宜昌里中山路三段81巷30號前,單口,五角開關,無,120.71732282,24.14812909,False,,大里服務所,True,,,2025/3/31 上午 12:21:35,good055096,17,9,False,0,0,0
5850,中山分隊,A268,地下,固鎖式,公,太平區,宜昌里中山路三段67巷60弄9號前【樂后宮】,單口,五角開關,無,120.71733891,24.14715009,False,,大里服務所,True,,,2025/3/31 上午 12:21:46,good055096,17,9,False,0,0,0
5849,中山分隊,A269,地下,一般式,公,太平區,宜欣里宜欣一街18號前,單口,五角開關,無,120.71598172,24.14636199,False,,大里服務所,True,,,2025/3/31 上午 12:21:58,good055096,17,9,False,0,0,0
5848,中山分隊,A270,地下,一般式,公,太平區,宜欣里宜欣二路與宜欣一街口,單口,五角開關,無,120.71650879,24.1463991,False,,大里服務所,True,,,2025/3/31 上午 12:22:11,good055096,15,9,False,0,0,0
5847,中山分隊,A271,地下,一般式,公,太平區,宜欣里宜欣二路與宜欣四街口,單口,五角開關,無,120.71648061,24.14528018,False,,大里服務所,True,,,2025/3/31 上午 12:22:32,good055096,17,9,False,0,0,0
5846,中山分隊,A272,地下,一般式,公,太平區,宜欣里宜欣二路與宜欣七街口,單口,五角開關,無,120.71647524,24.14410045,False,,大里服務所,True,,,2025/3/31 上午 12:23:47,good055096,17,9,False,0,0,0
5841,中山分隊,A273,地下,固鎖式,公,太平區,宜欣里宜欣一路與宜欣七街口,單口,五角開關,無,120.71566522,24.14409066,False,,大里服務所,True,,,2025/3/31 上午 12:24:03,good055096,15,9,False,0,0,0
5840,中山分隊,A274,地下,固鎖式,公,太平區,宜欣里宜欣一路與宜欣六街口,單口,五角開關,無,120.71564912,24.1444578,False,,大里服務所,True,,,2025/3/31 上午 12:24:22,good055096,16,9,False,0,0,0
5839,中山分隊,A275,地下,一般式,公,太平區,宜欣里宜欣一路與宜欣五街口,單口,四角開關,無,120.71564912,24.14490325,False,,大里服務所,True,,,2025/3/31 上午 12:24:33,good055096,16,9,False,0,0,0
5838,中山分隊,A276,地下,一般式,公,太平區,宜欣里宜欣一路與宜欣三街口,單口,五角開關,無,120.71565449,24.14563752,False,,大里服務所,True,,,2025/3/31 上午 12:24:49,good055096,17,10,False,0,0,0
5837,中山分隊,A277,地下,一般式,公,太平區,宜欣里宜欣一路與宜欣一街口,單口,五角開關,無,120.715644,24.1463812,False,,大里服務所,True,,,2025/3/31 上午 12:25:06,good055096,15,10,False,0,0,0
5832,中山分隊,A278,地上,,公,太平區,宜昌里宜昌路512號前,雙口,五角開關,無,120.71506599,24.1467219,False,,大里服務所,True,,,2025/3/31 上午 12:25:17,good055096,15,10,False,0,0,0
5835,中山分隊,A279,地下,一般式,公,太平區,宜昌里宜昌路467號前,單口,五角開關,無,120.71497857,24.14672911,False,,大里服務所,True,,,2025/3/31 上午 12:25:29,good055096,15,10,False,0,0,0
5836,中山分隊,A280,地下,固鎖式,公,太平區,宜昌里宜昌路465巷口（三角開關）,單口,五角開關,無,120.71487531,24.14661408,False,,大里服務所,True,,,2025/3/31 上午 12:25:48,good055096,16,10,False,0,0,0
5831,中山分隊,A281,地下,一般式,公,太平區,宜昌里新平路二段與宜昌路口【賢德醫院旁】,單口,五角開關,無,120.71392983,24.1450085,False,,大里服務所,True,,,2025/3/31 上午 12:25:58,good055096,17,10,False,0,0,0
5830,中山分隊,A282,地下,一般式,公,太平區,宜昌里新平路二段與宜安街口,單口,五角開關,無,120.71435093,24.14422773,False,,大里服務所,True,,,2025/3/31 上午 12:26:14,good055096,18,10,False,0,0,0
5829,中山分隊,A283,地下,一般式,公,太平區,宜昌里新平路二段與宜文街口,單口,五角開關,有,120.71443676,24.1434445,False,,大里服務所,True,,,2025/3/31 上午 12:26:32,good055096,18,10,False,0,0,0
5828,中山分隊,A284,地下,一般式,公,太平區,宜昌里宜文街21號對面,單口,五角開關,無,120.71320831,24.14345674,False,,大里服務所,True,,,2025/3/31 上午 12:26:44,good055096,19,10,False,0,0,0
18594,中山分隊,A285,地下,一般式,公,太平區,宜佳里新平路二段327號,單口,五角開關,無,120.71448697,24.14290723,False,,大里服務所,True,2019/1/2 下午 09:59:48,中山分隊,2025/3/31 上午 12:27:02,good055096,8,10,False,0,0,0
5813,中山分隊,A286,地下,一般式,公,太平區,宜佳里新平路二段249號,單口,五角開關,無,120.71464061,24.14152559,False,,大里服務所,True,,,2025/3/31 上午 12:27:17,good055096,19,10,False,0,0,0
18595,中山分隊,A287,地下,一般式,公,太平區,宜佳里溪洲西路22號前,單口,五角開關,無,120.71395113,24.14141367,False,,大里服務所,True,2019/1/2 下午 10:00:55,中山分隊,2025/3/31 上午 12:27:29,good055096,8,10,False,0,0,0
18596,中山分隊,A288,地下,,公,太平區,宜佳里溪洲西路54號前,單口,五角開關,無,120.71334622,24.14129024,False,,大里服務所,True,2019/1/2 下午 10:02:18,中山分隊,2025/3/31 上午 12:27:46,good055096,8,10,False,0,0,0
18597,中山分隊,A289,地下,一般式,公,太平區,宜佳里溪洲西路135號前,單口,五角開關,無,120.71109633,24.14083752,False,,大里服務所,True,2019/1/2 下午 10:03:38,中山分隊,2025/3/31 上午 12:28:00,good055096,8,10,False,0,0,0
18598,中山分隊,A290,地下,一般式,公,太平區,宜佳里溪洲西路與宜昌路口,單口,五角開關,無,120.71205654,24.14100219,False,,大里服務所,True,2019/1/2 下午 10:05:04,中山分隊,2025/3/31 上午 12:28:17,good055096,8,10,False,0,0,0
5827,中山分隊,A291,地下,固鎖式,公,太平區,宜佳里溪洲西路102號對面,單口,五角開關,無,120.71273624,24.1411462,False,,大里服務所,True,,,2025/3/31 上午 12:28:38,good055096,19,10,False,0,0,0
5843,中山分隊,A292,地下,一般式,公,太平區,宜欣里宜欣十街12巷14號,單口,五角開關,無,120.71495175,24.14257806,False,,大里服務所,True,,,2025/3/31 上午 12:28:56,good055096,16,10,False,0,0,0
5842,中山分隊,A293,地下,一般式,公,太平區,宜欣里宜欣一路與宜欣十街口,單口,四角開關,無,120.71568667,24.14318995,False,,大里服務所,True,,,2025/3/31 上午 12:29:07,good055096,17,10,False,0,0,0
5812,中山分隊,A294,地下,一般式,公,太平區,宜欣里宜欣一路與溪洲路口,單口,五角開關,無,120.71560084,24.14169692,False,,大里服務所,True,,,2025/3/31 上午 12:29:23,good055096,17,10,False,0,0,0
5844,中山分隊,A295,地下,一般式,公,太平區,宜欣里宜欣二路146號前,單口,五角開關,無,120.71641623,24.14279344,False,,大里服務所,True,,,2025/3/31 上午 12:29:43,good055096,16,10,False,0,0,0
5811,中山分隊,A296,地下,一般式,公,太平區,宜欣里富宜路與溪洲路口,單口,五角開關,無,120.7167381,24.1419221,False,,大里服務所,True,,,2025/3/31 上午 12:30:06,good055096,17,10,False,0,0,0
5845,中山分隊,A297,地下,一般式,公,太平區,宜欣里富宜路53號前,單口,五角開關,無,120.71773052,24.14378716,False,,大里服務所,True,,,2025/3/31 上午 12:30:18,good055096,16,10,False,0,0,0
5855,中山分隊,A298,地下,一般式,公,太平區,宜欣里富宜路146巷口,單口,五角開關,無,120.71922719,24.1458529,False,,大里服務所,True,,,2025/3/31 上午 12:30:31,good055096,17,10,False,0,0,0
5805,中山分隊,A299,地下,一般式,公,太平區,宜欣里宜昌東路178巷20號,單口,五角開關,無,120.72085797,24.14599975,False,,大里服務所,True,,,2025/3/31 上午 12:30:45,good055096,16,10,False,0,0,0
18599,中山分隊,A300,地下,一般式,公,太平區,宜欣里宜昌東路182號對面,單口,五角開關,無,120.72017133,24.14598796,False,,大里服務所,True,2019/1/2 下午 10:06:01,中山分隊,2025/3/31 上午 12:31:02,good055096,8,10,False,0,0,0
5806,中山分隊,A301,地下,固鎖式,公,太平區,宜欣里宜昌東路111巷2號,單口,五角開關,無,120.71943104,24.14476129,False,,大里服務所,True,,,2025/3/31 上午 12:32:50,good055096,16,10,False,0,0,0
5807,中山分隊,A302,地下,固鎖式,公,太平區,宜欣里宜昌東路148號,單口,五角開關,無,120.71962952,24.14416899,False,,大里服務所,True,,,2025/3/31 上午 12:32:21,good055096,17,10,False,0,0,0
5808,中山分隊,A303,地下,一般式,公,太平區,宜欣里宜昌東路與溪洲路口,單口,五角開關,無,120.71903944,24.14240183,False,,大里服務所,True,,,2025/3/31 上午 12:33:14,good055096,18,10,False,0,0,0
18600,中山分隊,A304,地下,一般式,公,太平區,宜欣里溪洲路130巷3弄12號前（巷底）,單口,五角開關,無,120.72069547,24.14111817,False,,大里服務所,True,2019/1/2 下午 10:07:31,中山分隊,2025/3/31 上午 12:33:32,good055096,8,10,False,0,0,0
5914,中山分隊,A305,地下,固鎖式,公,太平區,豐年里大源十八街32號前,單口,五角開關,無,120.72317272,24.14223294,False,出水量 56.94 m?／h 淞盛工程有限公司,大里服務所,True,,,2026/6/30 上午 11:30:17,中山分隊,16,99,False,0,0,1066
5920,中山分隊,A306,地上,,公,太平區,豐年里環太東路與大源32街口,雙口,五角開關,無,120.72189867,24.14003253,False,,大里服務所,True,,,2025/3/31 上午 12:34:10,good055096,17,10,False,0,0,0
18235,中山分隊,A307,地下,一般式,公,太平區,中山里環太東路222號旁小公園前人行道（福德公園公車站牌）,單口,五角開關,無,120.72426974,24.14844726,False,,大里服務所,True,2018/2/5 上午 08:32:49,中山分隊,2025/3/31 上午 12:34:24,good055096,11,11,False,0,0,0
5907,中山分隊,A308,地下,一般式,公,太平區,中山里中山路二段539號前【機車行前】,單口,五角開關,無,120.72487056,24.14957799,False,,大里服務所,True,,,2025/3/31 上午 12:34:36,good055096,16,11,False,0,0,0
5908,中山分隊,A309,地下,一般式,公,太平區,中山里中山路二段541巷5弄口,單口,五角開關,無,120.72462379,24.14866264,False,,大里服務所,True,,,2025/3/31 上午 12:34:46,good055096,17,11,False,0,0,0
5910,中山分隊,A310,地下,一般式,公,太平區,中山里中山路二段499巷62號旁,單口,五角開關,無,120.7254821,24.14843747,False,,大里服務所,True,,,2025/3/31 上午 12:35:09,good055096,15,11,False,0,0,0
5909,中山分隊,A311,地下,一般式,公,太平區,中山里中山路二段499巷26號前,單口,五角開關,無,120.72572886,24.14904934,False,,大里服務所,True,,,2025/3/31 上午 12:35:27,good055096,15,11,False,0,0,0
5943,中山分隊,A312,地下,固鎖式,公,太平區,中山里中山路二段477巷36號,單口,五角開關,無,120.7270056,24.14904934,False,,大里服務所,True,,,2025/3/31 上午 12:35:45,good055096,14,11,False,0,0,0
5946,中山分隊,A313,地下,固鎖式,公,太平區,中山里中山路二段477巷82弄口,單口,五角開關,無,120.72750985,24.14762001,False,,大里服務所,True,,,2025/3/31 上午 12:35:59,good055096,15,11,False,0,0,0
5945,中山分隊,A314,地下,一般式,公,太平區,中山里中山路二段477巷138號左側,單口,五角開關,無,120.72750717,24.14683925,False,,大里服務所,True,,,2025/3/31 上午 12:36:09,good055096,15,11,False,0,0,0
